Contract adress	Token ID	V/F
0x3A85ac1a9344a5940C614b4b79fE74b40469f936	31689	V
0xD5cA946AC1c1F24Eb26dae9e1A53ba6a02bd97Fe	1562679116	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	26587872228328865871341499259375159680681224949095922409834595326691641393153	F
0x34E36DcBF38FD51a32B14082f8bb8B482F9dE443	10	V
0x60bb1e2AA1c9ACAfB4d34F71585D7e959f387769	108	V
0xC8598d8D1f4d3f828968C7e7f028c60e482ed50B	2	F
0x5143703D00D595D4A1323046697F777E4f204984	1	F
0x25e1ddB7212a6d7942f414E2beAfe2eBB02b5488	5387	F
0x2953399124F0cBB46d2CbACD8A89cF0599974963	113614284497084394476508258338288431653978181244537835181895427194582422519810	F
0x09233d553058c2F42ba751C87816a8E9FaE7Ef10	1542	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	8603243367512820907307111857287481051969577898250714158696910693481219883009	F
0x86d7d9Dfa9425C202A74B31B4682bc554D166Dad	3	F
0x3c3ae34DF84c5187279A6dd83B8b192348C5b641	737	V
0x63D65929Fc99EB3D2ea385cc4a1653503b67B5b7	1	F
0x65FdbDF1Ba61e3E989E88bBDEf1C893E573aD777	1203	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	86532996358474673188911770789879370212628093257108885842596927238721549369844	F
0xC6D5d41da1A82223083097beeb8aE4405203A656	50	F
0x57a204AA1042f6E66DD7730813f4024114d74f37	481	V
0xE012Baf811CF9c05c408e879C399960D1f305903	4004	V
0xaCF63E56fd08970b43401492a02F6F38B6635C91	3555	F
0xaCF63E56fd08970b43401492a02F6F38B6635C91	4691	V
0x449B20b9D509034fb97F97f5F15BC77d300a0492	16	F
0x597D757f8502F1fe8E7dD6fc7FE884A51C5Ae2b9	20976	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	8701362052794623041509006570088223837119079676960476115590942225651260719105	F
0x495f947276749Ce646f68AC8c248420045cb7b5e	64052760134016317121267490578158353126316254780981891400721758096767468961793	F
0xD6473f1d7C07Dc08983A7F09F59C1a2aBa17be41	13	F
0x1C49Ed56dA6Be87B804BC1B8b817a259aA3132eD	14	V
0x10B708169907dBf007045Df6D3A68c2a797f1Ba3	10	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	108872394720358832246400424339638869972386818736791174448559615305603126132737	F
0x70bE4E3761188d0a8c525E54bB81c4Ea97712de4	49	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	91114259686214100946493337938949139947292427305941930354746229355052292636683	F
0x0bcc509282a5fB44c32C59E2Fa1ce613F51c86a2	7622	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	63936080541878216284752974557482308056820620430428659325635367116707654008833	F
0x52Cd55E331931F14191e1F7A068421D89aDe730b	1377	V
0x6dAb891Db13A66e31579D95b71ca15280041b214	1062	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	3090931425032996038596882616957504347126152788007383811698998782919918485505	F
0xCFE50e49ec3E5eb24cc5bBcE524166424563dD4E	3439	V
0xcC83aD9310201936dbb9509aADbA71CdB86d4461	402	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	8923766242822402149652405895473644911720349159944501419025180113567907577857	F
0x93a796B1E846567Fe3577af7B7BB89F71680173a	15700	V
0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949	4871	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	27982122891108091984160020562499980106910504301084992898500975754159002222593	F
0x7802c717b3fc4E6A32d1aE3A31A6175Ebae9B164	3366	V
0x220fa5cCc9404802ED6DB0935EB4feeFC27C937e	7834	V
0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2	3794	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	19500164840645648267941674699699302096197921985690924469990883328164685152257	F
0xb661AB9BCd2878C5F8C136f67fd550a9D7dF7197	1490	V
0x209e639a0EC166Ac7a1A4bA41968fa967dB30221	6992	V
0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C	9548	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	46231627572159746252660748239835757872872474214917075050896024626801103863811	F
0x495f947276749Ce646f68AC8c248420045cb7b5e	114220743049535130332126987089389320263100980002459008427461241597836314804225	V
0x1A92f7381B9F03921564a437210bB9396471050C	9243	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	58611428258241436783151785274080544676984047346747325809595437828616348499969	F
0x1B41d54B3F8de13d58102c50D7431Fd6Aa1a2c48	5798	V
0x5657bBB5a1637fb704c1D71E6Ac1B8B6AdB51497	1	F
0x5946aeAAB44e65Eb370FFaa6a7EF2218Cff9b47D	11024	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	108927486797268205560853553879571474538800092632198445841807334388495632302081	F
0x8Ff2e72f8FAF05384aEB501Ba9644C9759d2Fd5F	2179	V
0xA769f2Ebfa6129175d2F792c334047903466C977	6	F
0x9d764bcf1AFFd83554B7626F22EAB2ffC60590C7	100100001	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	61009281059528405476797732113714884661611981317314669163538576336163539255297	F
0x99a9B7c1116f9ceEB1652de04d5969CcE509B069	472000566	V
0xdFDE78d2baEc499fe18f2bE74B6c287eED9511d7	3000317	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	31592845925783464551462227006765034624030492659472615249536467107860048773121	F
0xD7448cCbA6E1C01A5FBE4748e062c500FCfdF4f2	4874	V
0xd1169e5349d1cB9941F3DCbA135C8A4b9eACFDDE	171000101830	V
0x7ecBB485C2198D007E3EC0F7320ad9472730BD28	92	F
0xCcc441ac31f02cD96C153DB6fd5Fe0a2F4e6A68d	896	V
0x2953399124F0cBB46d2CbACD8A89cF0599974963	697661106927913141278058450514531264247383500830936258905167004009565782046	F
0xa16F217Ab89A9CD95AebD50cBE138DCAaa667822	1	F
0xD900381f15CA67bE1895a3626df210e33c8D7590	1730	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	2428895158281744391800325185123281909878182035412536578045479661508291985409	F
0x8479277AaCFF4663Aa4241085a7E27934A0b0840	72986047338411392193774740454741642086040146817949676358841414185240293576875	V
0x33FD426905F149f8376e227d0C9D3340AaD17aF1	22	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	87011559320101138823891962587019598097330955644988613932827322046383948562433	F
0x495f947276749Ce646f68AC8c248420045cb7b5e	58196224390311783244051747362311963567768719905280518174643139524870795165697	F
0xc4FeDaF6f2B6B900f5d5F8b702aa09D9BdBFDC21	7419	V
0x8D9710f0e193d3f95c0723eAAF1A81030Dc9116D	470	V
0x9bb7F0FF816FF2150Fd84667f03890a6AdD40d41	2043	F
0x495f947276749Ce646f68AC8c248420045cb7b5e	32027427492796411264227241075753645314706748890405632425033250300101891457025	F
0x495f947276749Ce646f68AC8c248420045cb7b5e	33976023691764344905720189509323671969558109270080145535486810556784170762241	F
0x77372a4cc66063575b05b44481F059BE356964A4	8949	V
0x7a63d17F5a59BCA04B6702F461b1f1A1c59b100B	613	V
0xF661D58cfE893993b11D53d11148c4650590C692	6660	V
0x3E7162fdDAf5d57069dB540ebbb2206ec85daB18	100	F
0xe785E82358879F061BC3dcAC6f0444462D4b5330	3206	V
0x495f947276749Ce646f68AC8c248420045cb7b5e	36458333212587276176400718393644301447635354803349079129960158167425087438849	F
0x2953399124F0cBB46d2CbACD8A89cF0599974963	33997189753589616192995806627631398081397554352317579471102538231232476479489	F
0x2953399124F0cBB46d2CbACD8A89cF0599974963	44151008648715319934787168400329054959131745918060157280195880151285801943041	F
0xDfB29501b42f63A947Ddc5249F185D6BcBE6986f	4451	V
